endTimeUTC,startTimeUTC,duration,isReportingWindow,dataUsageBytes,profileIccid,profileId,deviceId,imei,network,rat
2026-05-22 20:18:40,2026-05-22 19:17:24,01:01:16,0,71722,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-22 19:17:21,2026-05-22 19:17:15,00:00:06,0,0,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-22 18:06:12,2026-05-22 16:43:24,01:22:48,0,567542,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-22 16:43:19,2026-05-22 16:32:08,00:11:11,0,0,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-22 16:32:08,2026-05-22 16:04:02,00:28:06,0,626735,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-22 16:03:58,2026-05-22 15:57:10,00:06:48,0,153252,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-22 15:57:07,2026-05-22 15:57:01,00:00:06,0,0,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-22 00:27:33,2026-05-21 23:28:29,00:59:04,0,19203,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:28:26,2026-05-21 23:28:19,00:00:07,0,0,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:28:19,2026-05-21 23:23:24,00:04:55,0,100169,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:23:20,2026-05-21 23:23:14,00:00:06,0,0,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:23:14,2026-05-21 23:21:26,00:01:48,0,29471,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:21:18,2026-05-21 23:18:02,00:03:16,0,67516,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:17:58,2026-05-21 23:12:22,00:05:36,0,119205,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:12:19,2026-05-21 23:07:19,00:05:00,0,76456,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:07:15,2026-05-21 23:05:15,00:02:00,0,37523,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:05:11,2026-05-21 23:01:47,00:03:24,0,70242,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:01:44,2026-05-21 23:01:38,00:00:06,0,0,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 23:01:38,2026-05-21 22:59:38,00:02:00,0,23149,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:59:35,2026-05-21 22:54:46,00:04:49,0,78137,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:54:42,2026-05-21 22:53:31,00:01:11,0,804,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:53:28,2026-05-21 22:52:38,00:00:50,0,700,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:52:35,2026-05-21 22:51:45,00:00:50,0,588,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:51:42,2026-05-21 22:50:42,00:01:00,0,728,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:50:39,2026-05-21 22:49:37,00:01:02,0,588,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:49:33,2026-05-21 22:45:44,00:03:49,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:45:40,2026-05-21 22:39:23,00:06:17,0,256,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:39:19,2026-05-21 22:36:40,00:02:39,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:36:36,2026-05-21 22:33:19,00:03:17,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:33:15,2026-05-21 22:32:29,00:00:46,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:32:23,2026-05-21 22:28:08,00:04:15,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:28:04,2026-05-21 22:27:25,00:00:39,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:27:21,2026-05-21 22:17:24,00:09:57,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:17:20,2026-05-21 22:16:11,00:01:09,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:16:08,2026-05-21 22:15:51,00:00:17,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:15:47,2026-05-21 22:15:41,00:00:06,0,0,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:15:41,2026-05-21 22:14:16,00:01:25,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:14:13,2026-05-21 22:11:39,00:02:34,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:11:35,2026-05-21 22:11:18,00:00:17,0,116,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:11:14,2026-05-21 22:11:07,00:00:07,0,0,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:11:07,2026-05-21 22:08:40,00:02:27,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:08:35,2026-05-21 22:07:35,00:01:00,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:07:31,2026-05-21 22:07:12,00:00:19,0,116,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:07:08,2026-05-21 22:07:01,00:00:07,0,0,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:07:01,2026-05-21 22:05:49,00:01:12,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:05:46,2026-05-21 22:05:08,00:00:38,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:05:04,2026-05-21 22:04:58,00:00:06,0,0,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:04:58,2026-05-21 22:03:56,00:01:02,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
2026-05-21 22:03:52,2026-05-21 22:03:14,00:00:38,0,332,89464278206107519746,5324559,3808197,865235030714188,AT&T Mobility,LTE
